id,author,depth,source,timestamp,long,lat,elevation
b2ZP8O8c,Bobby Liebs,0,MountainHub,Tue Apr 25 2017 17:01:41 GMT+0000 (UTC),-145.5498152,61.2016171,495.1854858
BBtIBhus,Kevin Salys,23.9999991,MountainHub,Mon May 01 2017 19:25:30 GMT+0000 (UTC),-145.7274165,61.13363251,872.2891235
bhk4NB1h,Bobby Liebs,160,MountainHub,Sat Mar 18 2017 20:12:16 GMT+0000 (UTC),-145.8406622,61.25866177,891.7089233
bI27IuLj,Katreen Wikstrom Jones,77,MountainHub,Sun Apr 30 2017 20:32:25 GMT+0000 (UTC),-145.7267903,61.13218158,880.7978516
B/KYH1BJ,Gabriel Wolken,153,MountainHub,Sun Apr 30 2017 19:40:09 GMT+0000 (UTC),-145.7329809,61.132894,846.8856812
BoCxarUd,Katreen Wikstrom Jones,116,MountainHub,Sun Apr 30 2017 18:14:16 GMT+0000 (UTC),-145.7361097,61.13219159,825.1099854
brxTTXv4,Katreen Wikstrom Jones,158,MountainHub,Sat Mar 18 2017 18:57:56 GMT+0000 (UTC),-145.7505381,61.14336848,788.8303833
btykjB9n,Bobby Liebs,138,MountainHub,Sun Mar 19 2017 03:19:54 GMT+0000 (UTC),-145.6797448,61.16258194,944.2567139
Bu+GUX5I,Katreen Wikstrom Jones,182,MountainHub,Fri Mar 17 2017 21:41:58 GMT+0000 (UTC),-145.7529754,61.13740195,811.4720459
Bum35boK,Kevin Salys,149.9999943,MountainHub,Fri Mar 17 2017 10:25:12 GMT+0000 (UTC),-146.3277787,61.07290237,230.8287659
BzLgmVre,Katreen Wikstrom Jones,119,MountainHub,Sun Apr 30 2017 23:28:53 GMT+0000 (UTC),-145.7425525,61.14804491,759.9269409
c3p5EuQ8,Katreen Wikstrom Jones,57,MountainHub,Sun Mar 19 2017 00:26:35 GMT+0000 (UTC),-145.7404138,61.14011345,751.5344238
c5CP+2CP,Sarah Carter,230,MountainHub,Wed Apr 12 2017 19:43:43 GMT+0000 (UTC),-145.5651388,61.14685891,1476.862915
+c75O/0H,Gabriel Wolken,134,MountainHub,Fri Mar 17 2017 20:21:03 GMT+0000 (UTC),-145.7566715,61.14126735,806.1708374
c7RKhTMN,Sarah Carter,80,MountainHub,Mon Apr 17 2017 22:58:27 GMT+0000 (UTC),-146.0090722,61.05972205,55.15274048
cC5Rxai0,Katreen Wikstrom Jones,148,MountainHub,Sun Apr 30 2017 23:09:33 GMT+0000 (UTC),-145.7464796,61.14793951,774.8501587
CDTDvjZb,Katreen Wikstrom Jones,68,MountainHub,Sun Apr 30 2017 22:48:54 GMT+0000 (UTC),-145.7502833,61.14690619,815.5335083
Ci4qPy6i,Bobby Liebs,158,MountainHub,Sat Mar 18 2017 19:57:11 GMT+0000 (UTC),-145.7778763,61.25672899,671.9521484
ciIxB47D,Naomi F. Ray,100,MountainHub,Sun Apr 30 2017 23:45:52 GMT+0000 (UTC),-145.7098588,61.16484106,643.4404907
cIUi1+l9,Katreen Wikstrom Jones,102,MountainHub,Sun Apr 30 2017 18:44:21 GMT+0000 (UTC),-145.7287903,61.12919196,846.0305176
CKcCHD2j,Sarah Carter,160,MountainHub,Wed Apr 12 2017 20:20:03 GMT+0000 (UTC),-145.474628,61.17036491,1380.921509
cmZhj9VF,Katreen Wikstrom Jones,300,MountainHub,Sun Apr 30 2017 18:49:30 GMT+0000 (UTC),-145.7261494,61.12941509,870.593689
cTkF9wLp,Katreen Wikstrom Jones,23,MountainHub,Fri Mar 17 2017 20:45:37 GMT+0000 (UTC),-145.7668901,61.13803541,867.8247681
cwtTz/Wo,Katreen Wikstrom Jones,129,MountainHub,Sat Mar 18 2017 18:18:39 GMT+0000 (UTC),-145.7479735,61.14303145,754.3983154
CWUMf1aM,Katreen Wikstrom Jones,79,MountainHub,Fri Mar 17 2017 20:36:19 GMT+0000 (UTC),-145.7603158,61.13951071,822.4551392
CxBUvlS5,Sarah Carter,120,MountainHub,Sat Feb 11 2017 23:07:13 GMT+0000 (UTC),-145.8685295,61.08627454,453.9526978
D1UkdsZK,Sarah Carter,135,MountainHub,Mon Mar 27 2017 21:02:30 GMT+0000 (UTC),-145.7144651,61.15662778,721.5183105
d3VM3TiI,Bobby Liebs,148,MountainHub,Tue Apr 25 2017 16:28:36 GMT+0000 (UTC),-145.7086733,61.16647374,647.0637207
d7YVucUV,Katreen Wikstrom Jones,147,MountainHub,Sun Mar 19 2017 01:00:46 GMT+0000 (UTC),-145.717974,61.14899714,743.9528809
df55K4vj,Peter Biskind,350,MountainHub,Thu Apr 27 2017 02:47:51 GMT+0000 (UTC),-145.7350678,61.13858671,804.8483887
dFd0srtA,Bobby Liebs,252,MountainHub,Tue Mar 28 2017 02:22:41 GMT+0000 (UTC),-145.7007299,61.17917958,706.0327148
DgbWN6Mm,Katreen Wikstrom Jones,53,MountainHub,Sun Apr 30 2017 18:33:37 GMT+0000 (UTC),-145.7306383,61.13053981,845.7164917
dGGEK7FX,Kevin Salys,254.9999904,MountainHub,Sat Mar 25 2017 22:28:08 GMT+0000 (UTC),-145.2830395,61.21552013,1567.878052
DIxsxtUI,Naomi F. Ray,120,MountainHub,Fri May 05 2017 22:15:14 GMT+0000 (UTC),-145.7802266,61.14277467,1300.072388
DIyGYtif,Katreen Wikstrom Jones,56,MountainHub,Fri Mar 17 2017 23:15:47 GMT+0000 (UTC),-145.7718489,61.13361052,885.5422363
drAI2gI8,Sarah Carter,160,MountainHub,Wed Apr 12 2017 21:39:01 GMT+0000 (UTC),-145.4563456,61.15810545,1649.591064
DrBdXsKC,Naomi F. Ray,100,MountainHub,Sun Apr 30 2017 23:09:27 GMT+0000 (UTC),-145.7242629,61.15777572,706.7220459
Drzce6vA,Max Wittenberg,145,SnowPilot,Thu Mar 23 2017 05:53:46 GMT+0000 (UTC),-145.692701,61.003107,1126.212402
dtIy7PXm,Bobby Liebs,62,MountainHub,Sun Mar 19 2017 04:09:59 GMT+0000 (UTC),-145.6941901,61.18159231,713.4902954
DUQf6+w1,Katreen Wikstrom Jones,149,MountainHub,Sat Mar 18 2017 18:09:46 GMT+0000 (UTC),-145.7478009,61.14265807,750.4553223
dxrgCCWq,Katreen Wikstrom Jones,153,MountainHub,Sun Apr 30 2017 23:32:18 GMT+0000 (UTC),-145.7432495,61.14742692,776.9096069
Dzqf7ymk,Gabriel Wolken,63,MountainHub,Sun Mar 19 2017 00:57:17 GMT+0000 (UTC),-145.7183935,61.14884304,743.7849731
e8YIlers,Sarah Carter,190,MountainHub,Tue Apr 11 2017 22:16:24 GMT+0000 (UTC),-145.7055634,61.15395176,793.2316284
eAHvfyhA,Katreen Wikstrom Jones,78,MountainHub,Sun Apr 30 2017 19:45:16 GMT+0000 (UTC),-145.7154965,61.13110873,947.9648438
eCcKTxAg,Gabriel Wolken,129,MountainHub,Sun Apr 30 2017 19:36:50 GMT+0000 (UTC),-145.7332257,61.13297547,846.4624023
edGKGbJh,Katreen Wikstrom Jones,256,MountainHub,Sun Apr 30 2017 18:54:41 GMT+0000 (UTC),-145.7233842,61.12892143,874.3355103
EDwKRACL,Katreen Wikstrom Jones,112,MountainHub,Sat Mar 18 2017 23:03:49 GMT+0000 (UTC),-145.731425,61.14096086,763.1060181
efstlIlR,Bobby Liebs,160,MountainHub,Sat Mar 18 2017 20:11:47 GMT+0000 (UTC),-145.8408265,61.25865649,892.5802002
elh+gUTn,Katreen Wikstrom Jones,214,MountainHub,Sun Apr 30 2017 23:00:49 GMT+0000 (UTC),-145.7490321,61.14791256,804.2874146
ENjzS6Ov,Katreen Wikstrom Jones,300,MountainHub,Sun Apr 30 2017 20:01:54 GMT+0000 (UTC),-145.7249023,61.13080062,901.2151489
EPbLdSsF,Katreen Wikstrom Jones,284,MountainHub,Fri Mar 17 2017 19:57:18 GMT+0000 (UTC),-145.7523998,61.14221786,777.6777954
EQEMut/H,Katreen Wikstrom Jones,205,MountainHub,Fri Mar 17 2017 19:50:39 GMT+0000 (UTC),-145.7519024,61.14235012,777.8465576
eqK3t6qG,Kevin Salys,239.999991,MountainHub,Mon May 01 2017 19:30:16 GMT+0000 (UTC),-145.7296241,61.13359182,862.5401611
eSaUbdWc,Kevin Salys,139.9999947,MountainHub,Fri Apr 07 2017 20:24:29 GMT+0000 (UTC),-145.821207,61.16220896,1733.978149
/eTizyOb,Katreen Wikstrom Jones,31,MountainHub,Fri Mar 17 2017 20:47:46 GMT+0000 (UTC),-145.7672794,61.13784351,869.5477295
euqm+m9E,Sarah Carter,120,MountainHub,Tue Apr 11 2017 20:54:05 GMT+0000 (UTC),-145.7055366,61.15392488,793.7835693
Ewaq5uKQ,Bobby Liebs,120,MountainHub,Sun Mar 19 2017 03:58:25 GMT+0000 (UTC),-145.7055897,61.18005691,769.7938843
eY1AE9kT,Katreen Wikstrom Jones,153,MountainHub,Sat Mar 18 2017 18:50:18 GMT+0000 (UTC),-145.7488789,61.14261834,758.2999878
E+yrrz1S,Gabriel Wolken,124,MountainHub,Sun Mar 19 2017 01:06:36 GMT+0000 (UTC),-145.7145565,61.1520896,739.2663574
F1rrRXgS,Sarah Carter,95,MountainHub,Sun Mar 26 2017 23:33:23 GMT+0000 (UTC),-145.7533058,61.25038796,711.1209717
F3VycfbC,Katreen Wikstrom Jones,177,MountainHub,Sun Apr 30 2017 19:30:44 GMT+0000 (UTC),-145.7130162,61.13000848,912.9794312
F5Gd1g+3,Katreen Wikstrom Jones,168,MountainHub,Sun Apr 30 2017 21:01:34 GMT+0000 (UTC),-145.7289521,61.13359946,865.0974731
f6VMKIKf,Gabriel Wolken,158,MountainHub,Sat Mar 18 2017 22:30:10 GMT+0000 (UTC),-145.7260117,61.14397303,727.581604
F7PWQw3W,Gabriel Wolken,53,MountainHub,Sat Mar 18 2017 18:45:19 GMT+0000 (UTC),-145.7430238,61.14469479,746.862854
f9G4HI4U,Gabriel Wolken,154,MountainHub,Sun Apr 30 2017 20:31:35 GMT+0000 (UTC),-145.7270278,61.13325375,877.9463501
fafGE2SU,Katreen Wikstrom Jones,121,MountainHub,Sun Apr 30 2017 19:36:32 GMT+0000 (UTC),-145.7127893,61.13064903,936.4966431
fdaxnTZd,Bobby Liebs,218,MountainHub,Sat Mar 18 2017 20:30:51 GMT+0000 (UTC),-145.8611597,61.26205703,981.7182617
/fdF9e4K,Kevin Salys,65.99999751,MountainHub,Mon May 01 2017 18:40:05 GMT+0000 (UTC),-145.7350622,61.13532494,819.4804077
fEB4eTOY,Katreen Wikstrom Jones,151,MountainHub,Sun Apr 30 2017 23:11:26 GMT+0000 (UTC),-145.7464729,61.14837043,774.4873657
FeG3iNIQ,Bobby Liebs,135,MountainHub,Sat Mar 18 2017 19:41:53 GMT+0000 (UTC),-145.7421452,61.23347646,611.1918335
ff22qfdW,Bobby Liebs,95,MountainHub,Sun Mar 19 2017 20:59:42 GMT+0000 (UTC),-145.3293882,61.39222652,1188.502563
fFxdhs3m,Sarah Carter,160,MountainHub,Tue Apr 11 2017 22:32:23 GMT+0000 (UTC),-145.6951242,61.14351378,1131.220459
FjzWyMds,Kevin Salys,56.99999785,MountainHub,Mon May 01 2017 19:15:27 GMT+0000 (UTC),-145.7252014,61.13451433,870.0474243
fmC2YFGJ,Max Wittenberg,200,SnowPilot,Thu Mar 16 2017 01:53:16 GMT+0000 (UTC),-145.749092,61.183034,960.0286865
fMsfH7zw,Katreen Wikstrom Jones,112,MountainHub,Sun Apr 30 2017 19:19:47 GMT+0000 (UTC),-145.7144892,61.12842062,860.6801758
FMwj9FOJ,Matt Kinney ,100,MountainHub,Sat Feb 04 2017 22:04:58 GMT+0000 (UTC),-146.3502758,61.1352947,33.24003601
#NAME?,Kevin Salys,216.9999918,MountainHub,Mon May 01 2017 19:02:34 GMT+0000 (UTC),-145.7267738,61.1356879,834.7936401
FNxSUZct,Peter Biskind,80,MountainHub,Sat Apr 29 2017 02:42:45 GMT+0000 (UTC),-145.7234397,61.13874139,825.09729
Fo9luE7D,Gabriel Wolken,106,MountainHub,Sun Apr 30 2017 19:34:24 GMT+0000 (UTC),-145.7326055,61.13280079,847.8239746
fOmpyIj1,Katreen Wikstrom Jones,124,MountainHub,Sat Mar 18 2017 22:43:39 GMT+0000 (UTC),-145.7242549,61.14324171,750.4237061
fpK6B+OC,Naomi F. Ray,124,MountainHub,Sat Apr 29 2017 21:34:10 GMT+0000 (UTC),-145.7557525,61.14015807,797.7940063
fraFTjPb,Katreen Wikstrom Jones,69,MountainHub,Sat Mar 18 2017 18:13:53 GMT+0000 (UTC),-145.7480014,61.14247221,750.5905762
FupHbEHG,Katreen Wikstrom Jones,142,MountainHub,Sun Apr 30 2017 18:29:39 GMT+0000 (UTC),-145.7320911,61.13128421,840.9248047
fzq3laWQ,Naomi F. Ray,148,MountainHub,Sat Apr 29 2017 21:56:24 GMT+0000 (UTC),-145.7544398,61.13899566,788.4941406
g3EhtMKH,Bobby Liebs,159,MountainHub,Sat Mar 18 2017 20:18:11 GMT+0000 (UTC),-145.8625779,61.26196529,987.263916
G7SJYIe/,Katreen Wikstrom Jones,99,MountainHub,Sun Apr 30 2017 22:57:55 GMT+0000 (UTC),-145.7498976,61.14814579,818.0509644
g8VBrGne,Benjamin Stolen,101.9999962,MountainHub,Sat Apr 08 2017 22:32:58 GMT+0000 (UTC),-145.8755455,61.0480381,1113.779663
gAiDSvIV,Katreen Wikstrom Jones,29,MountainHub,Sat Mar 18 2017 23:40:57 GMT+0000 (UTC),-145.7147809,61.1405204,860.5629883
gcsoVUVW,Katreen Wikstrom Jones,177,MountainHub,Sat Mar 18 2017 23:07:22 GMT+0000 (UTC),-145.7311042,61.14072307,769.4441528
gF4v05Jk,Jason Champion,290,SnowPilot,Wed Apr 05 2017 04:44:53 GMT+0000 (UTC),-145.731668,61.180003,822.4001465
gkC+dIxW,Kevin Salys,105.999996,MountainHub,Mon May 01 2017 19:07:32 GMT+0000 (UTC),-145.7255923,61.13544793,847.1760254
GkCG5CPp,Bobby Liebs,125,MountainHub,Sun Mar 19 2017 04:01:49 GMT+0000 (UTC),-145.7119355,61.18012082,842.9528809
gPdc2LPu,Katreen Wikstrom Jones,62,MountainHub,Sun Apr 30 2017 20:06:32 GMT+0000 (UTC),-145.7277764,61.13092064,871.4485474
gqyivVaW,Kevin Salys,117.9999956,MountainHub,Mon May 01 2017 18:38:32 GMT+0000 (UTC),-145.7356437,61.13511566,820.0925903
GtcMtJM3,Katreen Wikstrom Jones,67,MountainHub,Sun Mar 19 2017 00:30:07 GMT+0000 (UTC),-145.7419433,61.13977571,778.6978149
gtZ2r5B7,Naomi F. Ray,102,MountainHub,Sat Apr 29 2017 21:06:01 GMT+0000 (UTC),-145.7537901,61.1413087,779.7053833
GUhex+Fd,Gabriel Wolken,140,MountainHub,Sun Apr 30 2017 23:14:11 GMT+0000 (UTC),-145.7601004,61.13907561,817.4713135
H3EDf36w,Katreen Wikstrom Jones,152,MountainHub,Sun Apr 30 2017 23:53:57 GMT+0000 (UTC),-145.7487878,61.14533597,819.4251099
Heb86H7+,Katreen Wikstrom Jones,42,MountainHub,Sun Mar 19 2017 00:24:51 GMT+0000 (UTC),-145.7253123,61.14196338,756.3312378
HJjxOzS4,Gabriel Wolken,175,MountainHub,Sat Mar 18 2017 19:04:58 GMT+0000 (UTC),-145.744432,61.14573386,787.5013428
HJQJTtRj,Katreen Wikstrom Jones,76,MountainHub,Sun Mar 19 2017 01:16:32 GMT+0000 (UTC),-145.7089646,61.15565619,747.5756836
hJYQ+FB3,Sarah Carter,148,MountainHub,Thu Mar 16 2017 21:19:05 GMT+0000 (UTC),-146.3286673,61.08056659,66.7070694
hlnf2jnT,Katreen Wikstrom Jones,83,MountainHub,Sun Apr 30 2017 23:24:54 GMT+0000 (UTC),-145.7413544,61.14819839,755.7998047
HP4+OgaH,Katreen Wikstrom Jones,117,MountainHub,Sun Apr 30 2017 23:19:07 GMT+0000 (UTC),-145.7439137,61.14908,756.0151367
hP87QBCj,Katreen Wikstrom Jones,67,MountainHub,Sat Mar 18 2017 23:35:37 GMT+0000 (UTC),-145.7145861,61.14137845,833.6307983
hpZRwS8g,Katreen Wikstrom Jones,243,MountainHub,Sun Apr 30 2017 18:36:14 GMT+0000 (UTC),-145.7296729,61.13044321,852.414856
HsDhL9UJ,Bobby Liebs,43,MountainHub,Sun Mar 19 2017 03:53:08 GMT+0000 (UTC),-145.6967482,61.17951921,701.6360474
H/UCad1P,Gabriel Wolken,111,MountainHub,Sun Apr 30 2017 20:17:31 GMT+0000 (UTC),-145.7274484,61.13290556,875.0545654
hvmhHLJl,Bobby Liebs,236,MountainHub,Sun Mar 19 2017 03:56:47 GMT+0000 (UTC),-145.7047629,61.18015703,761.6678467
hX0MoclT,Kevin Salys,199.9999925,MountainHub,Thu Apr 13 2017 07:22:38 GMT+0000 (UTC),-145.4541795,61.15839513,1655.831787
/HxA0rCb,Katreen Wikstrom Jones,70,MountainHub,Sat Mar 18 2017 22:59:12 GMT+0000 (UTC),-145.7307221,61.1414546,753.491272
HYvADCVO,Sarah Carter,175,MountainHub,Wed Apr 12 2017 18:53:14 GMT+0000 (UTC),-145.6343324,61.15381032,1537.202148
HzHn9BxZ,Kevin Salys,31.99999879,MountainHub,Mon May 01 2017 19:23:48 GMT+0000 (UTC),-145.7274162,61.13382792,870.0756226
I4w+kRwU,Sarah Carter,304.7999954,MountainHub,Tue May 16 2017 19:44:07 GMT+0000 (UTC),-145.7268821,61.13295402,882.1792603
iDcWbSEg,Bobby Liebs,155,MountainHub,Sun Mar 19 2017 03:11:18 GMT+0000 (UTC),-145.6806646,61.17207336,651.9190674
iEeBKKD7,Gabriel Wolken,55,MountainHub,Sun Mar 19 2017 00:26:26 GMT+0000 (UTC),-145.7397208,61.14037874,745.8797607
If/1Fe84,Sarah Carter,150,MountainHub,Wed Mar 29 2017 18:53:21 GMT+0000 (UTC),-146.2309816,61.07470876,226.6129303
if3/le9j,Peter Biskind,250,MountainHub,Thu Apr 27 2017 02:49:00 GMT+0000 (UTC),-145.735558,61.1350446,819.8673096
#NAME?,Gabriel Wolken,137,MountainHub,Sun Mar 19 2017 01:10:41 GMT+0000 (UTC),-145.709448,61.15570379,743.4484253
ihEcwPR6,Gabriel Wolken,132,MountainHub,Sun Mar 19 2017 01:24:52 GMT+0000 (UTC),-145.6984221,61.15623806,842.1644287
IjlhBbax,Kevin Salys,124.9999953,MountainHub,Mon May 01 2017 19:34:35 GMT+0000 (UTC),-145.7316244,61.13345503,854.4865723
ilDwLmqs,Katreen Wikstrom Jones,145,MountainHub,Sun Apr 30 2017 22:37:32 GMT+0000 (UTC),-145.7481811,61.14653051,809.2573242
ilwjO1l+,Katreen Wikstrom Jones,109,MountainHub,Sun Mar 19 2017 00:28:31 GMT+0000 (UTC),-145.7410549,61.139992,754.3822021
ILxYZJ7R,Bobby Liebs,203,MountainHub,Sun Mar 19 2017 03:48:54 GMT+0000 (UTC),-145.6921527,61.17996878,696.7010498
/IOaDHfS,Max Wittenberg,145,SnowPilot,Thu Mar 23 2017 05:53:57 GMT+0000 (UTC),-145.692701,61.003107,1126.212402
iv/1hDGl,Kevin Salys,147.9999944,MountainHub,Mon May 01 2017 18:50:38 GMT+0000 (UTC),-145.7298655,61.13574838,825.0738525
iVQ69GeD,Katreen Wikstrom Jones,26,MountainHub,Sun Apr 30 2017 18:27:33 GMT+0000 (UTC),-145.7334448,61.13176013,836.5656738
IY/8PRuU,Katreen Wikstrom Jones,104,MountainHub,Fri Mar 17 2017 22:42:06 GMT+0000 (UTC),-145.7615241,61.13365478,859.8517456
j16tv1b4,Bobby Liebs,216,MountainHub,Sun Mar 19 2017 04:05:44 GMT+0000 (UTC),-145.704601,61.1807757,767.8010864
jAAwlwQN,Bobby Liebs,130,MountainHub,Tue Apr 25 2017 16:22:56 GMT+0000 (UTC),-145.7062331,61.16743921,643.8792725
JcGw4LQG,Kevin Salys,132.999995,MountainHub,Mon May 01 2017 19:04:31 GMT+0000 (UTC),-145.7257033,61.13548851,845.588501
JciCngeq,Katreen Wikstrom Jones,117,MountainHub,Sat Mar 18 2017 19:24:43 GMT+0000 (UTC),-145.7501569,61.14236747,766.9798584
jeAZEDng,Gabriel Wolken,150,MountainHub,Sat Mar 18 2017 22:36:41 GMT+0000 (UTC),-145.725843,61.1440496,726.8458252
jfTmSnEC,Sarah Carter,135,MountainHub,Mon Apr 17 2017 00:21:34 GMT+0000 (UTC),-145.7431079,61.14705244,784.0866089
JhmDEHLw,Sarah Carter,131,MountainHub,Thu Mar 16 2017 21:38:42 GMT+0000 (UTC),-146.3313429,61.07941144,86.47458649
jhYDt1Ia,Bobby Liebs,87,MountainHub,Mon Mar 20 2017 00:42:20 GMT+0000 (UTC),-145.230842,61.38955399,532.2479858
JJGZHgwr,Max Wittenberg,80,SnowPilot,Tue Mar 21 2017 04:36:26 GMT+0000 (UTC),-145.758018,61.196327,1052.477173
JJZw2V1w,Katreen Wikstrom Jones,80,MountainHub,Sat Mar 18 2017 19:15:09 GMT+0000 (UTC),-145.7521896,61.1426828,786.7854614
jnamUOz3,Gabriel Wolken,62,MountainHub,Sun Apr 30 2017 23:09:11 GMT+0000 (UTC),-145.7603786,61.13922363,816.8178101
jP/2WcCy,Sarah Carter,245,MountainHub,Tue Feb 07 2017 04:21:06 GMT+0000 (UTC),-145.9183687,61.32250749,1513.364502
jpLB6HT0,Katreen Wikstrom Jones,22,MountainHub,Sat Mar 18 2017 19:11:57 GMT+0000 (UTC),-145.7517752,61.14324883,798.6745605
jsnBWZCT,Katreen Wikstrom Jones,173,MountainHub,Sun Apr 30 2017 19:10:15 GMT+0000 (UTC),-145.718725,61.12806283,855.3681641
jVXkF7Sg,Bobby Liebs,122,MountainHub,Sat Mar 18 2017 20:32:44 GMT+0000 (UTC),-145.8601468,61.26228766,977.9910278
JWTe63JY,Katreen Wikstrom Jones,153,MountainHub,Sun Apr 30 2017 23:27:01 GMT+0000 (UTC),-145.7416091,61.14812643,757.5430298
jw/y+9qE,Bobby Liebs,242,MountainHub,Wed Apr 19 2017 01:36:11 GMT+0000 (UTC),-145.7416392,61.1881651,1387.353638
K0YS6cf1,Katreen Wikstrom Jones,23,MountainHub,Sun Apr 30 2017 20:12:15 GMT+0000 (UTC),-145.7276887,61.13192023,872.8359375
K1q31gwq,Katreen Wikstrom Jones,42,MountainHub,Sun Apr 30 2017 19:53:20 GMT+0000 (UTC),-145.7207412,61.13090208,930.9506836
k380vdI3,Naomi F. Ray,95,MountainHub,Sun Apr 30 2017 22:18:32 GMT+0000 (UTC),-145.7194027,61.16100192,709.8605347
KAYJSEfr,Katreen Wikstrom Jones,237,MountainHub,Fri Mar 17 2017 21:38:12 GMT+0000 (UTC),-145.7534772,61.13745417,810.130188
KCB2J9rR,Katreen Wikstrom Jones,117,MountainHub,Sun Apr 30 2017 22:50:41 GMT+0000 (UTC),-145.7509692,61.14704445,820.4207764
KF/qdYn2,Katreen Wikstrom Jones,178,MountainHub,Sat Mar 18 2017 18:42:05 GMT+0000 (UTC),-145.7471818,61.14265728,745.6708984
K+PSxySp,Katreen Wikstrom Jones,61,MountainHub,Sun Apr 30 2017 18:41:46 GMT+0000 (UTC),-145.7288374,61.12907436,844.4187622
KpzHFI12,Katreen Wikstrom Jones,190,MountainHub,Sat Mar 18 2017 22:41:21 GMT+0000 (UTC),-145.7255301,61.14267052,749.6021118
kRDTqhTn,Naomi F. Ray,70,MountainHub,Sun Apr 30 2017 22:32:07 GMT+0000 (UTC),-145.7194027,61.16100192,709.8605347
KrnYI+tA,Kevin Salys,164.9999938,MountainHub,Mon May 01 2017 18:34:27 GMT+0000 (UTC),-145.7380298,61.13453345,815.0669556
kshRnvIM,Katreen Wikstrom Jones,27,MountainHub,Sun Apr 30 2017 20:36:21 GMT+0000 (UTC),-145.7279391,61.1324982,880.7794189
Kua98JI+,Kevin Salys,112.9999957,MountainHub,Mon May 01 2017 18:52:25 GMT+0000 (UTC),-145.7295356,61.13553495,828.0768433
kX/tVHA3,Sarah Carter,140,MountainHub,Mon Mar 27 2017 21:03:37 GMT+0000 (UTC),-145.7144648,61.1565972,721.6397095
KYcsFK6k,Katreen Wikstrom Jones,172,MountainHub,Sun Apr 30 2017 23:51:30 GMT+0000 (UTC),-145.7480308,61.14560394,814.0062866
l0AaYg2k,Katreen Wikstrom Jones,164,MountainHub,Sun Apr 30 2017 20:58:00 GMT+0000 (UTC),-145.7277283,61.13341585,872.6994019
l1AHtknQ,Katreen Wikstrom Jones,118,MountainHub,Sat Mar 18 2017 22:35:18 GMT+0000 (UTC),-145.7269785,61.14261608,743.036499
L1tzaG8O,Katreen Wikstrom Jones,97,MountainHub,Sun Apr 30 2017 23:45:03 GMT+0000 (UTC),-145.74581,61.14655528,795.7608643
L3mjJIIG,Katreen Wikstrom Jones,93,MountainHub,Sun Mar 19 2017 00:36:21 GMT+0000 (UTC),-145.7421332,61.1393569,778.9781494
L8fe3Q5A,Kevin Salys,46.99999823,MountainHub,Mon May 01 2017 18:49:01 GMT+0000 (UTC),-145.7310081,61.13555675,826.1585693
LEDcqcr0,Katreen Wikstrom Jones,118,MountainHub,Sun Mar 19 2017 01:06:33 GMT+0000 (UTC),-145.7143659,61.15217099,739.5065308
Lh7NxI0e,Katreen Wikstrom Jones,30,MountainHub,Sun Apr 30 2017 20:37:59 GMT+0000 (UTC),-145.7275185,61.13274564,880.2509766
Ln8ce3f7,Gabriel Wolken,158,MountainHub,Sat Mar 18 2017 23:03:16 GMT+0000 (UTC),-145.7299985,61.1414792,754.1355591
looftj5I,Bobby Liebs,35.56,MountainHub,Tue Apr 25 2017 17:18:11 GMT+0000 (UTC),-145.48325,61.20856318,495.8282166
LsMfZIJA,Bobby Liebs,136,MountainHub,Sun Mar 19 2017 03:06:13 GMT+0000 (UTC),-145.6857299,61.17301083,649.9716797
LuQBD52i,Katreen Wikstrom Jones,0,MountainHub,Sat Mar 18 2017 23:36:55 GMT+0000 (UTC),-145.7148649,61.14118387,837.6141968
lVpJLoTQ,Katreen Wikstrom Jones,128,MountainHub,Sat Mar 18 2017 22:54:52 GMT+0000 (UTC),-145.7306172,61.14146722,753.3769531
LZrWDJko,Katreen Wikstrom Jones,171,MountainHub,Sat Mar 18 2017 18:52:40 GMT+0000 (UTC),-145.7489898,61.14281733,760.944397
M4XFVEAo,Katreen Wikstrom Jones,30,MountainHub,Sun Apr 30 2017 20:51:43 GMT+0000 (UTC),-145.725356,61.13329507,890.343689
m/84e68N,Kevin Salys,59.99999774,MountainHub,Mon May 01 2017 19:17:16 GMT+0000 (UTC),-145.7257446,61.13441433,869.0733032
mFUE95no,Katreen Wikstrom Jones,39,MountainHub,Sun Apr 30 2017 18:20:09 GMT+0000 (UTC),-145.7357489,61.13280024,827.6170654
mfU/JTM/,Bobby Liebs,112,MountainHub,Sun Mar 19 2017 04:08:43 GMT+0000 (UTC),-145.69798,61.18100126,716.9191284
MGg5mKuJ,Katreen Wikstrom Jones,41,MountainHub,Sun Apr 30 2017 18:15:46 GMT+0000 (UTC),-145.7357446,61.13269941,827.56427
MhiNyK3w,Bobby Liebs,0,MountainHub,Tue Apr 25 2017 17:19:23 GMT+0000 (UTC),-145.4823156,61.20842542,492.3851624
Mhk9cVYD,Sarah Carter,180,MountainHub,Wed Mar 01 2017 22:05:35 GMT+0000 (UTC),-146.31847,61.02778471,661.4789429
mhlzk/gx,Gabriel Wolken,80,MountainHub,Fri Mar 17 2017 21:57:40 GMT+0000 (UTC),-145.7537541,61.13549704,834.3843384
MLRkCFM+,Katreen Wikstrom Jones,75,MountainHub,Sun Apr 30 2017 20:30:29 GMT+0000 (UTC),-145.7276015,61.1322752,873.7362061
