depth_cm,depth_mm,depth_m,source,LON,LAT,elevation,date_agg,date_agg2,M,D,Y,SWE_hill,SWE_sturm,albersX,albersY,Snow_Class,DOY
152,1520,1.52,MountainHub,-145.7487878,61.145336,819,2017 5 1,2017 4 29,4,30,2017,0.607,0.47,441624.722,1267860.65,1,119
153,1530,1.53,MountainHub,-145.7329809,61.132894,847,2017 5 1,2017 4 29,4,30,2017,0.611,0.473,442639.157,1266585.04,1,119
153,1530,1.53,MountainHub,-145.7432495,61.1474269,777,2017 5 1,2017 4 29,4,30,2017,0.604,0.473,441890.617,1268129.546,1,119
153,1530,1.53,MountainHub,-145.7416091,61.1481264,758,2017 5 1,2017 4 29,4,30,2017,0.603,0.473,441968.252,1268218.094,1,119
153,1530,1.53,MountainHub,-145.7503353,61.146942,816,2017 5 1,2017 4 29,4,30,2017,0.611,0.473,441520.067,1268028.601,1,119
154,1540,1.54,MountainHub,-145.7270278,61.1332538,878,2017 5 1,2017 4 29,4,30,2017,0.602,0.476,442951.253,1266664.663,1,119
160,1600,1.6,MountainHub,-145.7479828,61.1460609,813,2017 5 1,2017 4 29,4,30,2017,0.638,0.495,441657.537,1267946.456,1,119
163,1630,1.63,MountainHub,-145.7227167,61.1283467,863,2017 5 1,2017 4 29,4,30,2017,0.639,0.504,443249.111,1266148.84,1,119
164,1640,1.64,MountainHub,-145.7277283,61.1334159,873,2017 5 1,2017 4 29,4,30,2017,0.642,0.507,442911.688,1266677.98,1,119
165,1650,1.65,MountainHub,-145.7444122,61.1469506,787,2017 5 1,2017 4 29,4,30,2017,0.652,0.511,441835.317,1268068.948,1,119
168,1680,1.68,MountainHub,-145.7289521,61.1335995,865,2017 5 1,2017 4 29,4,30,2017,0.657,0.52,442843.952,1266690.195,1,119
170,1700,1.7,MountainHub,-145.7473435,61.1479236,786,2017 5 1,2017 4 29,4,30,2017,0.671,0.526,441665.755,1268157.437,1,119
172,1720,1.72,MountainHub,-145.7480308,61.1456039,814,2017 5 1,2017 4 29,4,30,2017,0.686,0.532,441661.317,1267895.417,1,119
173,1730,1.73,MountainHub,-145.718725,61.1280628,855,2017 5 1,2017 4 29,4,30,2017,0.678,0.535,443465.707,1266143.982,1,119
177,1770,1.77,MountainHub,-145.7130162,61.1300085,913,2017 5 1,2017 4 29,4,30,2017,0.694,0.548,443742.743,1266398.044,1,119
178,1780,1.78,MountainHub,-145.7500033,61.1446846,820,2017 5 1,2017 4 29,4,30,2017,0.71,0.551,441569.028,1267780.272,1,119
182,1820,1.82,MountainHub,-145.7432495,61.1474269,777,2017 5 1,2017 4 29,4,30,2017,0.719,0.563,441890.617,1268129.546,1,119
188,1880,1.88,MountainHub,-145.7163285,61.1282765,860,2017 5 1,2017 4 29,4,30,2017,0.737,0.582,443590.401,1266183.703,1,119
190,1900,1.9,MountainHub,-145.7247934,61.1290936,874,2017 5 1,2017 4 29,4,30,2017,0.745,0.588,443128.097,1266217.872,1,119
192,1920,1.92,MountainHub,-145.7499535,61.1450566,829,2017 5 1,2017 4 29,4,30,2017,0.766,0.594,441566.525,1267821.89,1,119
196,1960,1.96,MountainHub,-145.7362817,61.1321417,824,2017 5 1,2017 4 29,4,30,2017,0.782,0.607,442473.78,1266479.552,1,119
197,1970,1.97,MountainHub,-145.7479292,61.1456001,813,2017 5 1,2017 4 29,4,30,2017,0.786,0.61,441666.779,1267895.671,1,119
200,2000,2,MountainHub,-145.7236765,61.1578344,703,2017 5 1,2017 4 29,4,30,2017,0.781,0.619,442788.026,1269414.947,1,119
204,2040,2.04,MountainHub,-145.732339,61.1328341,849,2017 5 1,2017 4 29,4,30,2017,0.799,0.631,442674.181,1266582.67,1,119
212,2120,2.12,MountainHub,-145.7127797,61.1288635,872,2017 5 1,2017 4 29,4,30,2017,0.831,0.656,443771.28,1266272.555,1,119
214,2140,2.14,MountainHub,-145.7490321,61.1479126,804,2017 5 1,2017 4 29,4,30,2017,0.854,0.662,441576.002,1268144.987,1,119
214,2140,2.14,MountainHub,-145.7235103,61.1307324,911,2017 5 1,2017 4 29,4,30,2017,0.839,0.662,443173.666,1266408.306,1,119
218,2180,2.18,MountainHub,-145.7316963,61.1349715,834,2017 5 1,2017 4 29,4,30,2017,0.853,0.675,442678.728,1266824.165,1,119
220,2200,2.2,MountainHub,-145.7129879,61.1300838,916,2017 5 1,2017 4 29,4,30,2017,0.862,0.681,443743.202,1266406.589,1,119
235,2350,2.35,MountainHub,-145.7325101,61.1327194,848,2017 5 1,2017 4 29,4,30,2017,0.921,0.727,442666.66,1266568.8,1,119
243,2430,2.43,MountainHub,-145.7296729,61.1304432,852,2017 5 1,2017 4 29,4,30,2017,0.952,0.752,442849.408,1266335.102,1,119
256,2560,2.56,MountainHub,-145.7233842,61.1289214,874,2017 5 1,2017 4 29,4,30,2017,1.003,0.793,443205.561,1266208.165,1,119
300,3000,3,MountainHub,-145.7261494,61.1294151,871,2017 5 1,2017 4 29,4,30,2017,1.176,0.929,443051.392,1266244.505,1,119
300,3000,3,MountainHub,-145.7249023,61.1308006,901,2017 5 1,2017 4 29,4,30,2017,1.176,0.929,443098.568,1266406.587,1,119
24,240,0.24,MountainHub,-145.7274165,61.1336325,872,2017 5 1,2017 5 8,5,1,2017,0.094,0.074,442925.286,1266704.098,1,120
32,320,0.32,MountainHub,-145.7274162,61.1338279,870,2017 5 1,2017 5 8,5,1,2017,0.125,0.099,442922.587,1266725.786,1,120
39,390,0.39,MountainHub,-145.7346914,61.1322455,829,2017 5 1,2017 5 8,5,1,2017,0.156,0.121,442557.05,1266501.669,1,120
40,400,0.4,MountainHub,-145.7321101,61.1332938,853,2017 5 1,2017 5 8,5,1,2017,0.157,0.124,442679.989,1266635.214,1,120
43,430,0.43,MountainHub,-145.726949,61.1340366,870,2017 5 1,2017 5 8,5,1,2017,0.168,0.133,442944.571,1266752.063,1,120
47,470,0.47,MountainHub,-145.7310081,61.1355568,826,2017 5 1,2017 5 8,5,1,2017,0.184,0.145,442707.253,1266893.709,1,120
48,480,0.48,MountainHub,-145.7325575,61.1331438,851,2017 5 1,2017 5 8,5,1,2017,0.188,0.149,442658.241,1266615.585,1,120
53,530,0.53,MountainHub,-145.727924,61.1335429,870,2017 5 1,2017 5 8,5,1,2017,0.207,0.164,442899.5,1266690.77,1,120
57,570,0.57,MountainHub,-145.7252014,61.1345143,870,2017 5 1,2017 5 8,5,1,2017,0.223,0.176,443031.014,1266816.735,1,120
60,600,0.6,MountainHub,-145.7257446,61.1344143,869,2017 5 1,2017 5 8,5,1,2017,0.235,0.186,443003.472,1266802.014,1,120
66,660,0.66,MountainHub,-145.7350622,61.1353249,819,2017 5 1,2017 5 8,5,1,2017,0.261,0.204,442494.545,1266840.954,1,120
75,750,0.75,MountainHub,-145.7243867,61.1351019,863,2017 5 1,2017 5 8,5,1,2017,0.293,0.232,443066.239,1266887.382,1,120
78,780,0.78,MountainHub,-145.7242523,61.1349523,868,2017 5 1,2017 5 8,5,1,2017,0.305,0.241,443075.477,1266871.676,1,120
81,810,0.81,MountainHub,-145.7331061,61.1330252,848,2017 5 1,2017 5 8,5,1,2017,0.323,0.251,442630.667,1266598.766,1,120
90,900,0.9,MountainHub,-145.7379379,61.133586,818,2017 5 1,2017 5 8,5,1,2017,0.355,0.279,442365.513,1266628.81,1,120
96,960,0.96,MountainHub,-145.7367421,61.1350286,818,2017 5 1,2017 5 8,5,1,2017,0.379,0.297,442409.183,1266796.878,1,120
106,1060,1.06,MountainHub,-145.7255923,61.1354479,847,2017 5 1,2017 5 8,5,1,2017,0.414,0.328,442997.218,1266917.738,1,120
113,1130,1.13,MountainHub,-145.7295356,61.135535,828,2017 5 1,2017 5 8,5,1,2017,0.442,0.35,442785.983,1266901.107,1,120
118,1180,1.18,MountainHub,-145.7356437,61.1351157,820,2017 5 1,2017 5 8,5,1,2017,0.466,0.365,442466.478,1266813.862,1,120
124,1240,1.24,MountainHub,-145.7249968,61.1348044,865,2017 5 1,2017 5 8,5,1,2017,0.485,0.384,443037.879,1266850.295,1,120
125,1250,1.25,MountainHub,-145.7316244,61.133455,854,2017 5 1,2017 5 8,5,1,2017,0.489,0.387,442703.621,1266656.342,1,120
128,1280,1.28,MountainHub,-145.7333786,61.1353718,823,2017 5 1,2017 5 8,5,1,2017,0.505,0.396,442583.566,1266857.378,1,120
129,1290,1.29,MountainHub,-145.7290089,61.1335379,866,2017 5 1,2017 5 8,5,1,2017,0.504,0.4,442841.783,1266682.98,1,120
133,1330,1.33,MountainHub,-145.7257033,61.1354885,846,2017 5 1,2017 5 8,5,1,2017,0.52,0.412,442990.741,1266921.503,1,120
135,1350,1.35,MountainHub,-145.7256413,61.1354591,847,2017 5 1,2017 5 8,5,1,2017,0.528,0.418,442994.452,1266918.654,1,120
148,1480,1.48,MountainHub,-145.7298655,61.1357484,825,2017 5 1,2017 5 8,5,1,2017,0.579,0.458,442765.448,1266922.59,1,120
152,1520,1.52,MountainHub,-145.7247478,61.1352378,857,2017 5 1,2017 5 8,5,1,2017,0.594,0.471,443045.117,1266900.055,1,120
165,1650,1.65,MountainHub,-145.7380298,61.1345335,815,2017 5 1,2017 5 8,5,1,2017,0.651,0.511,442347.468,1266733.353,1,120
168,1680,1.68,MountainHub,-145.7331646,61.1327444,845,2017 5 1,2017 5 8,5,1,2017,0.67,0.52,442631.45,1266567.213,1,120
168,1680,1.68,MountainHub,-145.7338603,61.1321401,833,2017 5 1,2017 5 8,5,1,2017,0.67,0.52,442602.784,1266495.51,1,120
170,1700,1.7,MountainHub,-145.7287619,61.1357265,827,2017 5 1,2017 5 8,5,1,2017,0.665,0.527,442824.531,1266927.518,1,120
172,1720,1.72,MountainHub,-145.7308547,61.1335789,857,2017 5 1,2017 5 8,5,1,2017,0.672,0.533,442742.898,1266675.223,1,120
175,1750,1.75,MountainHub,-145.7339518,61.1354337,821,2017 5 1,2017 5 8,5,1,2017,0.691,0.542,442552.177,1266860.428,1,120
202,2020,2.02,MountainHub,-145.7332521,61.1353407,823,2017 5 1,2017 5 8,5,1,2017,0.797,0.626,442590.735,1266854.769,1,120
205,2050,2.05,MountainHub,-145.7269531,61.1356998,834,2017 5 1,2017 5 8,5,1,2017,0.801,0.635,442921.239,1266936.617,1,120
205,2050,2.05,MountainHub,-145.7266221,61.1341348,871,2017 5 1,2017 5 8,5,1,2017,0.801,0.635,442960.619,1266765.142,1,120
210,2100,2.1,MountainHub,-145.7278491,61.1356361,830,2017 5 1,2017 5 8,5,1,2017,0.821,0.651,442874.403,1266923.572,1,120
217,2170,2.17,MountainHub,-145.7267738,61.1356879,835,2017 5 1,2017 5 8,5,1,2017,0.848,0.673,442930.955,1266936.492,1,120
240,2400,2.4,MountainHub,-145.7296241,61.1335918,863,2017 5 1,2017 5 8,5,1,2017,0.938,0.744,442808.266,1266684.86,1,120
55,550,0.55,MountainHub,-145.7879311,61.1409304,1434,2017 5 1,2017 5 8,5,5,2017,0.225,0.171,439601.169,1267111.979,1,124
100,1000,1,MountainHub,-145.7969608,61.1407591,1563,2017 5 1,2017 5 8,5,5,2017,0.417,0.311,439122.622,1267033.227,1,124
120,1200,1.2,MountainHub,-145.7802266,61.1427747,1300,2017 5 1,2017 5 8,5,5,2017,0.491,0.463,439986.027,1267367.702,7,124
180,1800,1.8,MountainHub,-145.7996422,61.1392633,1647,2017 5 1,2017 5 8,5,5,2017,0.751,0.561,439000.418,1266849.474,1,124
305,3048,3.048,MountainHub,-145.7268821,61.132954,882,2017 5 15,2017 5 22,5,16,2017,1.185,0.963,442963.18,1266632.363,1,135
533,5334,5.334,MountainHub,-145.7285536,61.1355285,830,2017 5 15,2017 5 22,5,16,2017,2.08,1.688,442838.376,1266906.933,1,135
597,5969,5.969,MountainHub,-145.7160289,61.1342628,995,2017 5 15,2017 5 22,5,16,2017,2.302,1.89,443523.06,1266850.048,1,135
